country,description,designation,price,province,region,name,winery
New Zealand,"This plump, medium-bodied Chardonnay shows yellow fruit notes of mirabelle plum, peach and pineapple, all wrapped in a cocoon of woodsmoke. Drink now–2020.",Bannockburn,25,Levante,North Fork of Long Island,Grüner Veltliner,Carrick
New Zealand,"A consistent standard-bearer for the variety as expressed in Marlborough, the 2016 Private Bin boasts ample red currant and pink grapefruit aromas and flavors, perked up by a touch of leafiness. It's medium-bodied and perhaps a bit rounder and softer in the mouth than some, but finishes dry and stony.",Private Bin,14,France Other,Napa-Mendocino-Sonoma,Cabernet Sauvignon,Villa Maria
US,"Rich and robust with berry and currant fruit, this wine is rounded and full-bodied, with tannic weight and spicy layers of toasted oak.",,38,Terras da Beira,Crémant de Loire,Chenin Blanc,Sequoia Grove
US,"Pastry shop aromas and abundant vanilla and nutmeg flavors make this wine easy to like. It's nicely dry and medium-bodied despite those initial sweet impressions, with a moderate dose of apple and lemon fruit for support.",Del Arroyo Vineyard,35,Other,San Luis Obispo County,Rhône-style Red Blend,Occasio
US,"This 100% varietal wine was aged entirely in French oak and given plenty of time in bottle. It opens with a burst of coconut flavor and light cedar and currant accents, feeling structured yet light on the palate and juicier on the finish.",,55,France Other,Veneto,Garganega,Joseph Cellars
Spain,"Ripe dense aromas of blackberry and cassis border on prune and raisin but pull back. A compact saturated palate is held together by hard, pounding tannins, while grapy black-fruit flavors show a chocolaty note of fudge. A condensed tannic finish is heavy and feels a bit overextracted.",Monte Toro Crianza,18,Languedoc-Roussillon,,St. George,Bodegas Ramon Ramos
US,"This blend of Syrah, Cabernet Franc and Cabernet Sauvignon offers up decadent juicy flavors of sun-kissed red cherries and watermelon. While dry in style, there's a slightly caramelized ripeness on the midpalate that balances out pertly against brisk grapefruit acidity. Enjoy now for its forward fruity exuberance.",,22,Southwest France,Monterey,Valdiguié,Kontokosta
US,"While there was some bottle variation between two samples, this elegant Sauvignon Blanc highlights the variety's more mineral, smoky expressions. Despite six years of cellar aging, there's still plenty of crisp cutting lemon and green-apple flavors augmented by spine-tingling acidity and a long chalky finish.",,20,Washington,Cochise County,Viognier,Shaw
France,This wine comes from a small appellation that specializes in botrytized wines. This mature wine with its honeyed touch (as well as lemon and ripe botrytis) is luscious and opulent. It has a smooth generous and full texture. There is a bitter-orange-marmalade flavor that gives a crisper edge at the end. This beautiful wine is ready to drink.,Cuvée Marie-Jeanne,28,Central Italy,Cochise County,White Blend,Château le Payral
France,This herbal wine comes in a beautifully designed bottle that mixes clear and blue glass. It is light and fruity—a lively mix of red fruits and citrus with a definite texture. This new wine from the Minuty estate is made to go with food.,Cuvée 281,75,Vipavska Dolina,Terra degli Osci,Malvasia,Château Minuty
France,"Owned by the Abeille family of Château Mont-Redon in Châteauneuf-du-Pape, this wine is delicious. Crisp and clean with great red currant and citrus fruitiness, it is finely judged with acidity and a light texture balancing the fruit. Drink now.",,17,California,Pennsylvania,White Blend,Château Riotor
US,"Rich and concentrated, this big, brawny bruiser tastes as advertised: layered with baked strawberry and cherry pie flavor and ripeness. Earthy soy, anise and cinnamon keep those elements in check, as does the wine's velvety texture.",Stanly Ranch,50,California,Iowa,White Blend,Cherry Pie
US,"Rich texture combines with subtle flavors in this full-bodied, complex wine. It opens with mineral and white pepper aromas, broadens into Anjou pear, vanilla and toasted almonds flavors, and finishes with creamy concentration.",,20,New Mexico,Mendocino Ridge,Red Blend,Chime
US,"A tad lighter in color, this smartly priced screwtop shows juicy red cherries and bramble fruit with wet gravel and red rose petals on the nose. The rich red cherries on the palate are cut by tart cranberries, pencil lead, peppercorns and rosemary.",Estate,22,Northern Spain,Jumilla,Cabernet Blend,Paraiso Vineyards
US,"Softened by 20% Merlot, and aged in a healthy majority of new French oak, this is a smoky, smooth and tannic wine with savory characteristics of pencil and cedar that outweigh the fruitier aspects of mountain blackberry.",Henry Brothers Vineyard,90,California,El Dorado,Malbec,Sequoia Grove
US,"A burly, brawny vineyard-designate, this wine powerfully combines black pepper and leather with spicy blackberry and cherry. A lacing of dark chocolate provides further decadence around a steely structure.",Cassata Vineyard,54,California,Isola dei Nuraghi,Nasco,Muscardini
US,"Fresh flavors of herb, gooseberry, lime and pear comingle. This is the first release of a new sister brand to Elk Cove. All Willamette Valley fruit, including some estate grown grapes, it's done in a clean and refreshing style. This is a perfect mid-week, food friendly white wine.",,15,Hawke's Bay,San Marino,White Blend,Pike Road
Italy,"Made with 70% Grecanico, 15% Grillo and 15% Sauvignon Blanc, this offers enticing scents of fragrant yellow flower, honeydew melon and citrus. The creamy, enveloping palate offers grapefruit, peach, tropical fruit and note of chopped Mediterranean herb.",Alastro,,Brda,,Rebula,Planeta
Italy,"Delicate scents of lemon blossom, spring wild flower and citrus waft out of the glass. The vibrant, easygoing palate doles out nectarine, aromatic herb, white peach and a mineral note alongside bright acidity.",Pollara,13,Virginia,Forlì,Albana,Principe di Corleone
US,"This is a round and fruity wine, offering pretty flavors of cherry and hints of darker berries. There are notes of earth and anise also, and just a twinge of plastic lingering in the aftertaste.",,25,California,,Chardonnay-Pinot Blanc,Siduri
France,"This is a young, perfumed wine with attractive red fruits. While the wood is showing at the moment, that will fade as the wine develops, giving a fresh, raspberry-dominated wine. Drink from 2018.",,34,Washington,Somontano,Tempranillo,Chanson Père et Fils
Italy,"A 50-50 blend of Nero d'Avola and Nerello Mascalese, this boasts fruity and spicy aromas of wild berry, fennel and Mediterranean herb. The fresh, juicy palate offers crushed strawberry, wild cherry and a note of white pepper. A hint of tangerine and a saline note close the crisp finish.",Delicio,,Virginia,North Coast,Bordeaux-style Red Blend,CVA Canicattì
France,"Bright while also jammy, this is a ripe wine dominated by rich red fruit. The core of tannins doesn't disturb the strawberry flavors and the crisp acidity. The wine is already developing well. Drink from 2019.",Grasses Têtes,,Southwest France,Temecula,Meritage,Domaine Bruno Clair
France,"The slightest hint of baking spice hovers over fresh, tart but ripe apple notes. Something juicy and textured at the core makes you want to drink more.",Renaissance,24,Setubal,Lamezia,Greco,Domaine Fernand Engel
France,"Fresh and baked apple counter each other attractively. The palate is fresh and clean, with an earthy, textured edge. Brisk lemon notes provide freshness.",Val Saint Gregoire,16,Mendoza Province,Bendigo,White Blend,Henri Schoenheitz
France,"Clean, ripe apple notes glide across nose and palate in a fruity, refreshing, balanced and easy-drinking white. Drink soon while aromas are at their peak.",Les Natures,21,Tuscany,Mendocino County,Champagne Blend,Jean-Baptiste Adam
France,"Faint pear notes on the nose lead to a savory, earthy but crisp palate. The finish is very clean, even cleansing. This will shine with food.",,12,Tuscany,Howell Mountain,Sangiovese,Kuentz-Bas
Italy,"Beeswax, mature orchard fruit and yellow flower aromas emerge from the glass. The refreshing palate offers lemon drop, peach and pear alongside tangy acidity. A grapefruit note closes the finish.",,19,Tuscany,Alghero,Red Blend,Lombardo
Italy,"Aromas of red berry and star anise lead the nose. The bright, savory palate delivers wild cherry, ripe strawberry, tangerine zest and grilled herb while a saline note fills in the crisp finish.",Perricone,,Southern Italy,Irpinia,Fiano,MandraRossa
US,"Dark black in color, this bold wine is thick and rich in tannin and oak, with traces of dried herb, red currant and cedar, making it seem more like Cabernet. The coffee-laden finish provides further focus.",Cloud's Nest Vineyard,60,California,Crémant de Loire,White Blend,Trinchero
Chile,"Rubbery berry, tea, cool mint, herb and savory aromas amount to something a bit funky. This Syrah feels chewy and tannic. Herbal, savory, soupy flavors finish with an infusion of tea-like influences on closing plum and berry fruit notes.",Nimbus Single Vineyard,15,Washington,Murray-Darling,Merlot,Viña Casablanca
Germany,"Smoke seeps throughout this deeply earthen Auslese, lending a savory, mineral tone to the bright lemon and tangerine flavors. The palate is honeyed and concludes deftly with a tea-leaf astringency that lingers on the finish.",Trittenheimer Apotheke Auslese,23,Galicia,Walla Walla Valley (WA),Cabernet Blend,Bollig-Lehnert
US,"Big and flashy, this high-elevation wine is for oak lovers. A heavily oaked aroma brings black pepper, cardamom and brown sugar to this dark-colored and richly textured wine. The flavors are almost as spicy, but some candied cherry joins in on the finish.",,38,California,Basilicata,Chardonnay,Peter Franus
US,"Honey, white peach and vanilla cream show on the nose of this bottling from winemaker Sabrine Rodem, with a kick of hazelnut as well. The palate is all about restrained richness, its buttery lemon curd and cinnamon flavors cut by bright acidity and a lemon-peel tang.",3 Clone,35,Washington,Temecula,Bordeaux-style Red Blend,Wrath
Australia,"Tasted together with the 2013, this is everything its younger brother is, but ever-so-slightly less intense. Complex notes of baking spices, pepper, bacon fat, raspberries and blueberries glide across the palate, picking up a slightly meaty note on the long, fruit-driven finish. Drink now–2030.",The Struie,50,Colchagua Valley,Temecula,Cabernet Sauvignon,Torbreck
France,"This second wine of Calon Ségur is beautifully proportioned. It is fruity with rich tannins. At the same time, the crisp fruit of the vintage gives a lift to the deep concentration. Let the wine develop over several years. Drink from 2024.",Le Marquis de Calon Ségur,25,Oregon,Dominio de Valdepusa,Petit Verdot,Château Calon Ségur
France,"Ripe and fruity, the wine is a great success. It has juicy berry fruits that are underpinned by the firm tannins and mineral structure. It is full while also crisp: a wine that is deliciously perfumed. Drink from 2024.",,,Oregon,Monterey,Malvasia Bianca,Château de Fieuzal
France,"Produced from biodynamically grown grapes, this is a fine, smooth and rich wine. Great tannins are cushioned within the ripe blackberry fruits and generous texture. It is already a delicious wine, although certain to age as well. The estate is close to Château Figeac. Drink from 2022.",,60,Northern Spain,Red Mountain,Grenache,Château la Marzelle
France,"Very earthy notes precede a subdued nose of citrus zest. These tart but expressive notes open up a little more on the palate where they are joined by a rounded, if crunchy structure. There is ample freshness here but also an earthy and (for now) citrus-fruited generosity. The finish reverts to stony, earthy cleanness. This is intriguing and needs time to unfold its fruit and unusual texture. Drink 2020–2030",Wiebelsberg Grand Cru,30,Oregon,Coteaux du Layon La Faye,Chenin Blanc,Biecher & Schaal
